gene_symbol	ensgid_version	ensgid	enstid_version	biotype	u5_len	u5_AUG	u5_ORF	u5_max_kozak	u5_GC	u3_len	u3_AUG	u3_ORF	u3_max_kozak	u3_GC	u5_oORF	u3_oORF
MTTP	ENSG00000138823.14	ENSG00000138823	ENST00000265517.10	protein_coding	86	1	0		0.523255813953488	1149	20	18	2	0.342036553524804	0	24
BLVRA	ENSG00000106605.11	ENSG00000106605	ENST00000265523.9	protein_coding	76	0	0		0.697368421052632	107	3	1	2	0.401869158878505	5	6
USP4	ENSG00000114316.13	ENSG00000114316	ENST00000265560.9	protein_coding	29	0	0		0.896551724137931	1149	19	14	1	0.502175805047868	0	24
PTPN23	ENSG00000076201.16	ENSG00000076201	ENST00000265562.5	protein_coding	76	0	0		0.776315789473684	250	3	0		0.528	0	4
PRKAR2A	ENSG00000114302.16	ENSG00000114302	ENST00000265563.13	protein_coding	278	0	0		0.766187050359712	4999	73	66	2	0.427885577115423	0	7
EXOSC7	ENSG00000075914.13	ENSG00000075914	ENST00000265564.8	protein_coding	34	1	0		0.705882352941177	132	1	0		0.333333333333333	0	0
SCAP	ENSG00000114650.20	ENSG00000114650	ENST00000265565.10	protein_coding	241	3	0		0.701244813278008	173	1	0		0.526011560693642	2	0
OPRK1	ENSG00000082556.14	ENSG00000082556	ENST00000265572.8	protein_coding	238	1	0		0.684873949579832	3573	80	70	2	0.400783655191716	0	6
CLCN2	ENSG00000114859.16	ENSG00000114859	ENST00000265593.9	protein_coding	126	0	0		0.761904761904762	421	8	7	3	0.496437054631829	1	21
MCCC1	ENSG00000078070.13	ENSG00000078070	ENST00000265594.9	protein_coding	56	0	0		0.696428571428571	220	5	0		0.363636363636364	0	15
LAMP3	ENSG00000078081.8	ENSG00000078081	ENST00000265598.8	protein_coding	79	0	0		0.683544303797468	1866	35	32	2	0.382100750267953	0	6
AHI1	ENSG00000135541.22	ENSG00000135541	ENST00000265602.11	protein_coding	359	2	1	2	0.534818941504178	2113	42	30	2	0.352579271178419	5	21
ALDH8A1	ENSG00000118514.14	ENSG00000118514	ENST00000265605.7	protein_coding	48	0	0		0.4375	1022	25	19	2	0.412915851272016	0	3
UBXN8	ENSG00000104691.16	ENSG00000104691	ENST00000265616.10	protein_coding	26	0	0		0.769230769230769	612	16	8	1	0.331699346405229	1	4
PON3	ENSG00000105852.11	ENSG00000105852	ENST00000265627.10	protein_coding	25	0	0		0.76	101	1	1	1	0.247524752475248	0	0
SLC25A13	ENSG00000004864.14	ENSG00000004864	ENST00000265631.10	protein_coding	142	0	0		0.73943661971831	971	25	10	2	0.366632337796087	5	8
NPTX2	ENSG00000106236.4	ENSG00000106236	ENST00000265634.4	protein_coding	177	1	0		0.76271186440678	1240	14	7	3	0.498387096774194	1	4
CPT1A	ENSG00000110090.13	ENSG00000110090	ENST00000265641.10	protein_coding	155	0	0		0.761290322580645	2761	62	58	1	0.472292647591452	1	19
GAL	ENSG00000069482.7	ENSG00000069482	ENST00000265643.4	protein_coding	189	1	0		0.798941798941799	188	4	2	3	0.356382978723404	1	0
FBXO3	ENSG00000110429.14	ENSG00000110429	ENST00000265651.8	protein_coding	23	0	0		0.695652173913044	964	22	16	2	0.314315352697095	2	17
RPS6KA2	ENSG00000071242.12	ENSG00000071242	ENST00000265678.9	protein_coding	232	3	0		0.810344827586207	3398	50	45	1	0.514714537963508	12	23
TCIRG1	ENSG00000110719.10	ENSG00000110719	ENST00000265686.8	protein_coding	99	0	0		0.787878787878788	76	0	0		0.631578947368421	0	20
CHKA	ENSG00000110721.12	ENSG00000110721	ENST00000265689.9	protein_coding	211	0	0		0.800947867298578	1129	20	19	2	0.512843224092117	0	7
ADAM18	ENSG00000168619.16	ENSG00000168619	ENST00000265707.10	protein_coding	55	0	0		0.636363636363636	125	3	0		0.376	0	9
ADAM2	ENSG00000104755.15	ENSG00000104755	ENST00000265708.9	protein_coding	42	0	0		0.571428571428571	360	15	7	2	0.302777777777778	2	11
KAT6A	ENSG00000083168.11	ENSG00000083168	ENST00000265713.8	protein_coding	412	9	4	3	0.470873786407767	2726	41	36	2	0.365737344093911	15	62
PRKAR2B	ENSG00000005249.13	ENSG00000005249	ENST00000265717.5	protein_coding	203	0	0		0.847290640394089	2229	59	57	3	0.308658591296546	0	7
DUS4L	ENSG00000105865.11	ENSG00000105865	ENST00000265720.8	protein_coding	349	2	0		0.607449856733524	963	12	5	2	0.313603322949117	2	15
DBF4	ENSG00000006634.8	ENSG00000006634	ENST00000265728.6	protein_coding	240	1	1	2	0.666666666666667	1390	22	21	2	0.348201438848921	0	6
SRI	ENSG00000075142.14	ENSG00000075142	ENST00000265729.7	protein_coding	12	0	0		0.666666666666667	1363	28	26	1	0.317681584739545	0	10
RBM48	ENSG00000127993.16	ENSG00000127993	ENST00000265732.10	protein_coding	19	0	0		0.473684210526316	3544	61	61	1	0.415067720090294	0	1
ANKIB1	ENSG00000001629.10	ENSG00000001629	ENST00000265742.8	protein_coding	636	4	2	1	0.683962264150943	2434	43	35	1	0.330320460147905	1	23
ANLN	ENSG00000011426.11	ENSG00000011426	ENST00000265748.7	protein_coding	165	0	0		0.563636363636364	1191	23	17	1	0.308144416456759	2	17
EIF4H	ENSG00000106682.16	ENSG00000106682	ENST00000265753.13	protein_coding	28	0	0		0.642857142857143	1788	32	15	3	0.51006711409396	0	1
BUD23	ENSG00000071462.12	ENSG00000071462	ENST00000265758.7	protein_coding	29	0	0		0.620689655172414	326	2	0		0.414110429447853	1	9
ADAM28	ENSG00000042980.13	ENSG00000042980	ENST00000265769.9	protein_coding	81	0	0		0.62962962962963	4610	95	89	2	0.350542299349241	4	25
R3HCC1	ENSG00000104679.12	ENSG00000104679	ENST00000265806.12	protein_coding	68	0	0		0.794117647058824	182	3	1	3	0.554945054945055	4	2
SH2D4A	ENSG00000104611.12	ENSG00000104611	ENST00000265807.8	protein_coding	335	1	1	1	0.570149253731343	1576	45	43	1	0.448604060913706	0	7
FSCN3	ENSG00000106328.10	ENSG00000106328	ENST00000265825.6	protein_coding	118	1	0		0.635593220338983	522	10	8	2	0.434865900383142	3	9
ZNF800	ENSG00000048405.10	ENSG00000048405	ENST00000265827.8	protein_coding	707	1	0		0.688826025459689	1771	37	35	2	0.284584980237154	0	6
ACAT1	ENSG00000075239.14	ENSG00000075239	ENST00000265838.9	protein_coding	40	0	0		0.625	213	4	0		0.309859154929577	2	6
ELMOD1	ENSG00000110675.13	ENSG00000110675	ENST00000265840.12	protein_coding	348	1	0		0.698275862068966	1582	27	20	2	0.391276864728192	1	1
EXPH5	ENSG00000110723.12	ENSG00000110723	ENST00000265843.9	protein_coding	232	3	2	2	0.448275862068966	4102	73	66	2	0.387128230131643	2	43
ADAP1	ENSG00000105963.15	ENSG00000105963	ENST00000265846.10	protein_coding	203	2	1	3	0.827586206896552	1021	8	2	2	0.682664054848188	0	1
PMS2	ENSG00000122512.16	ENSG00000122512	ENST00000265849.12	protein_coding	30	0	0		0.666666666666667	2474	41	38	2	0.478172999191593	1	23
MAD1L1	ENSG00000002822.16	ENSG00000002822	ENST00000265854.12	protein_coding	263	1	0		0.627376425855513	275	2	1	2	0.665454545454545	0	14
GET4	ENSG00000239857.7	ENSG00000239857	ENST00000265857.8	protein_coding	92	0	0		0.804347826086957	1014	12	3	2	0.592702169625247	1	0
HNRNPH3	ENSG00000096746.18	ENSG00000096746	ENST00000265866.12	protein_coding	176	0	0		0.5625	1139	26	19	2	0.31694468832309	0	3
CCAR1	ENSG00000060339.14	ENSG00000060339	ENST00000265872.11	protein_coding	94	3	3	3	0.457446808510638	1111	28	23	1	0.329432943294329	1	29
REXO2	ENSG00000076043.11	ENSG00000076043	ENST00000265881.10	protein_coding	62	0	0		0.741935483870968	304	7	3	2	0.378289473684211	5	0
SQLE	ENSG00000104549.12	ENSG00000104549	ENST00000265896.10	protein_coding	899	2	0		0.580645161290323	338	10	3	2	0.292899408284024	0	8
SNX19	ENSG00000120451.11	ENSG00000120451	ENST00000265909.9	protein_coding	540	3	2	2	0.661111111111111	12172	211	209	1	0.424005915215248	1	15
BRINP1	ENSG00000078725.13	ENSG00000078725	ENST00000265922.8	protein_coding	430	5	1	1	0.644186046511628	455	11	7	3	0.369230769230769	0	2
MAPKAP1	ENSG00000119487.17	ENSG00000119487	ENST00000265960.8	protein_coding	307	2	2	2	0.674267100977199	1493	25	20	3	0.495646349631614	0	4
GTF2H1	ENSG00000110768.12	ENSG00000110768	ENST00000265963.9	protein_coding	189	1	1	3	0.597883597883598	1176	25	17	2	0.34608843537415	0	11
SERGEF	ENSG00000129158.11	ENSG00000129158	ENST00000265965.10	protein_coding	37	0	0		0.810810810810811	37	0	0		0.324324324324324	5	4
CSRP3	ENSG00000129170.10	ENSG00000129170	ENST00000265968.9	protein_coding	58	0	0		0.5	640	15	8	2	0.3640625	1	15
KCNC1	ENSG00000129159.9	ENSG00000129159	ENST00000265969.8	protein_coding	1222	3	1	3	0.747135842880524	1323	24	22	2	0.453514739229025	1	12
RNF141	ENSG00000110315.7	ENSG00000110315	ENST00000265981.7	protein_coding	113	2	0		0.548672566371681	3243	53	53	3	0.341350601295097	0	16
HPX	ENSG00000110169.11	ENSG00000110169	ENST00000265983.8	protein_coding	24	0	0		0.666666666666667	162	2	0		0.512345679012346	6	2
IDE	ENSG00000119912.18	ENSG00000119912	ENST00000265986.11	protein_coding	74	1	0		0.675675675675676	2760	56	56	1	0.347463768115942	7	27
CPEB3	ENSG00000107864.15	ENSG00000107864	ENST00000265997.5	protein_coding	164	2	1	2	0.664634146341463	5520	112	110	2	0.352173913043478	2	19
GLT8D1	ENSG00000016864.19	ENSG00000016864	ENST00000266014.11	protein_coding	381	1	0		0.656167979002625	359	9	7	2	0.403899721448468	0	4
RBM6	ENSG00000004534.15	ENSG00000004534	ENST00000266022.9	protein_coding	142	0	0		0.577464788732394	116	2	0		0.344827586206897	4	16
TMEM115	ENSG00000126062.4	ENSG00000126062	ENST00000266025.4	protein_coding	458	1	1	2	0.698689956331878	593	7	0		0.580101180438449	0	0
DOCK3	ENSG00000088538.13	ENSG00000088538	ENST00000266037.10	protein_coding	337	1	0		0.821958456973294	2639	48	41	2	0.478590375142099	1	75
ITIH4	ENSG00000055955.17	ENSG00000055955	ENST00000266041.9	protein_coding	30	0	0		0.633333333333333	459	7	3	3	0.522875816993464	2	25
SLIT1	ENSG00000187122.17	ENSG00000187122	ENST00000266058.9	protein_coding	285	1	0		0.747368421052632	3074	45	39	1	0.567338972023422	6	54
SFRP5	ENSG00000120057.5	ENSG00000120057	ENST00000266066.4	protein_coding	166	0	0		0.819277108433735	763	4	3	1	0.567496723460026	0	0
GID8	ENSG00000101193.8	ENSG00000101193	ENST00000266069.5	protein_coding	119	0	0		0.714285714285714	3563	63	56	3	0.47488071849565	0	8
SLC2A4RG	ENSG00000125520.14	ENSG00000125520	ENST00000266077.5	protein_coding	137	0	0		0.875912408759124	1060	6	2	3	0.549056603773585	0	2
PRPF6	ENSG00000101161.8	ENSG00000101161	ENST00000266079.5	protein_coding	114	0	0		0.596491228070175	107	3	0		0.551401869158879	0	9
TIMP3	ENSG00000100234.12	ENSG00000100234	ENST00000266085.7	protein_coding	297	0	0		0.774410774410774	3664	71	66	1	0.446233624454148	1	11
SLC5A4	ENSG00000100191.6	ENSG00000100191	ENST00000266086.6	protein_coding	18	0	0		0.611111111111111	50	2	0		0.26	3	1
FBXO7	ENSG00000100225.18	ENSG00000100225	ENST00000266087.12	protein_coding	192	0	0		0.739583333333333	299	3	2	1	0.40133779264214	0	8
SLC5A1	ENSG00000100170.10	ENSG00000100170	ENST00000266088.9	protein_coding	21	0	0		0.666666666666667	2816	51	46	3	0.41796875	0	18
EIF2B2	ENSG00000119718.11	ENSG00000119718	ENST00000266126.10	protein_coding	70	0	0		0.557142857142857	3178	40	37	2	0.427942101950913	0	5
TTLL1	ENSG00000100271.17	ENSG00000100271	ENST00000266254.12	protein_coding	204	1	0		0.696078431372549	260	3	0		0.373076923076923	0	1
MTFP1	ENSG00000242114.6	ENSG00000242114	ENST00000266263.10	protein_coding	112	0	0		0.741071428571429	520	7	4	1	0.567307692307692	0	2
PATZ1	ENSG00000100105.18	ENSG00000100105	ENST00000266269.10	protein_coding	744	1	1	2	0.772849462365591	1087	21	18	2	0.446182152713891	0	10
TEF	ENSG00000167074.15	ENSG00000167074	ENST00000266304.9	protein_coding	103	0	0		0.786407766990291	3366	55	45	1	0.549613784907903	0	0
B4GALNT3	ENSG00000139044.12	ENSG00000139044	ENST00000266383.10	protein_coding	438	1	0		0.817351598173516	2058	18	17	3	0.596209912536443	0	16
PDE6H	ENSG00000139053.3	ENSG00000139053	ENST00000266395.3	protein_coding	86	0	0		0.558139534883721	389	4	2	1	0.370179948586118	0	3
ERP27	ENSG00000139055.7	ENSG00000139055	ENST00000266397.7	protein_coding	29	0	0		0.620689655172414	696	11	6	2	0.408045977011494	0	8
GABARAPL1	ENSG00000139112.11	ENSG00000139112	ENST00000266458.10	protein_coding	253	0	0		0.660079051383399	1276	28	21	2	0.457680250783699	1	8
ALG10	ENSG00000139133.7	ENSG00000139133	ENST00000266483.7	protein_coding	104	0	0		0.586538461538462	1387	32	29	3	0.334534967555876	0	5
PLCZ1	ENSG00000139151.16	ENSG00000139151	ENST00000266505.12	protein_coding	219	3	0		0.424657534246575	59	4	1	1	0.322033898305085	3	3
AEBP2	ENSG00000139154.16	ENSG00000139154	ENST00000266508.14	protein_coding	208	0	0		0.725961538461538	4110	78	78	3	0.302433090024331	0	3
SLCO1C1	ENSG00000139155.9	ENSG00000139155	ENST00000266509.7	protein_coding	501	4	0		0.471057884231537	858	22	14	2	0.292540792540793	3	12
ETNK1	ENSG00000139163.16	ENSG00000139163	ENST00000266517.9	protein_coding	260	0	0		0.726923076923077	5711	123	111	2	0.303799684818771	0	2
ZCRB1	ENSG00000139168.9	ENSG00000139168	ENST00000266529.8	protein_coding	173	1	0		0.630057803468208	981	15	15	2	0.271151885830785	0	0
TMEM117	ENSG00000139173.10	ENSG00000139173	ENST00000266534.8	protein_coding	144	0	0		0.729166666666667	1086	25	19	1	0.360957642725599	6	7
C1RL	ENSG00000139178.12	ENSG00000139178	ENST00000266542.9	protein_coding	34	1	0		0.558823529411765	1837	26	15	1	0.465432770821992	2	8
NDUFA9	ENSG00000139180.11	ENSG00000139180	ENST00000266544.10	protein_coding	13	0	0		0.384615384615385	7209	145	143	1	0.429047024552643	1	1
CLSTN3	ENSG00000139182.15	ENSG00000139182	ENST00000266546.11	protein_coding	278	1	1	2	0.669064748201439	864	11	2	3	0.579861111111111	23	6
TAPBPL	ENSG00000139192.12	ENSG00000139192	ENST00000266556.8	protein_coding	207	0	0		0.603864734299517	167	5	1	2	0.431137724550898	1	1
CD27	ENSG00000139193.4	ENSG00000139193	ENST00000266557.4	protein_coding	141	0	0		0.617021276595745	321	4	0		0.601246105919003	1	1
RBP5	ENSG00000139194.8	ENSG00000139194	ENST00000266560.8	protein_coding	114	0	0		0.552631578947369	435	2	0		0.528735632183908	0	4
SLC38A4	ENSG00000139209.16	ENSG00000139209	ENST00000266579.9	protein_coding	399	2	0		0.50125313283208	1940	36	30	3	0.32680412371134	2	11
ANP32D	ENSG00000139223.4	ENSG00000139223	ENST00000266594.4	protein_coding	106	1	0		0.537735849056604	562	19	12	1	0.47153024911032	0	1
LLPH	ENSG00000139233.7	ENSG00000139233	ENST00000266604.7	protein_coding	53	0	0		0.566037735849057	7285	160	157	2	0.376801647220316	0	13
MARCHF9	ENSG00000139266.6	ENSG00000139266	ENST00000266643.6	protein_coding	426	2	1	3	0.795774647887324	1514	34	26	1	0.486129458388375	1	1
INHBE	ENSG00000139269.3	ENSG00000139269	ENST00000266646.3	protein_coding	230	2	0		0.556521739130435	1177	22	15	2	0.480033984706882	0	3
GLIPR1	ENSG00000139278.10	ENSG00000139278	ENST00000266659.8	protein_coding	126	1	0		0.555555555555556	4885	97	91	2	0.341862845445241	1	5
TMEM19	ENSG00000139291.14	ENSG00000139291	ENST00000266673.10	protein_coding	599	6	1	1	0.617696160267112	4052	86	75	3	0.389190523198421	2	0
LGR5	ENSG00000139292.13	ENSG00000139292	ENST00000266674.10	protein_coding	283	0	0		0.756183745583039	1576	36	32	2	0.326142131979695	0	18
SLC6A15	ENSG00000072041.18	ENSG00000072041	ENST00000266682.10	protein_coding	465	1	1	1	0.511827956989247	2141	50	39	1	0.317141522652966	0	19
TMTC3	ENSG00000139324.12	ENSG00000139324	ENST00000266712.11	protein_coding	209	1	0		0.607655502392344	4238	89	85	3	0.298961774421897	3	21
LUM	ENSG00000139329.5	ENSG00000139329	ENST00000266718.5	protein_coding	118	0	0		0.398305084745763	1536	41	37	2	0.300130208333333	0	0
KERA	ENSG00000139330.6	ENSG00000139330	ENST00000266719.4	protein_coding	289	2	2	2	0.394463667820069	855	17	15	1	0.280701754385965	0	3
AMDHD1	ENSG00000139344.8	ENSG00000139344	ENST00000266736.7	protein_coding	68	0	0		0.779411764705882	877	15	12	1	0.316989737742303	5	8
NEDD1	ENSG00000139350.12	ENSG00000139350	ENST00000266742.9	protein_coding	305	3	2	1	0.518032786885246	1727	40	30	1	0.280833815865663	0	11
ASCL1	ENSG00000139352.4	ENSG00000139352	ENST00000266744.4	protein_coding	571	0	0		0.572679509632224	1199	23	16	2	0.399499582985822	1	1
SLC15A4	ENSG00000139370.12	ENSG00000139370	ENST00000266771.10	protein_coding	15	0	0		0.8	1002	17	14	2	0.387225548902196	1	14
SLC46A3	ENSG00000139508.15	ENSG00000139508	ENST00000266943.11	protein_coding	499	1	0		0.673346693386774	1417	28	26	1	0.36908962597036	1	11
CDK2	ENSG00000123374.11	ENSG00000123374	ENST00000266970.9	protein_coding	179	0	0		0.659217877094972	1164	18	18	2	0.422680412371134	0	5
SUOX	ENSG00000139531.13	ENSG00000139531	ENST00000266971.8	protein_coding	183	0	0		0.562841530054645	498	5	3	1	0.441767068273092	0	17
TARBP2	ENSG00000139546.11	ENSG00000139546	ENST00000266987.7	protein_coding	126	0	0		0.76984126984127	283	8	2	2	0.530035335689046	0	1
GPR84	ENSG00000139572.4	ENSG00000139572	ENST00000267015.4	protein_coding	102	0	0		0.441176470588235	216	3	1	1	0.416666666666667	0	7
NPFF	ENSG00000139574.9	ENSG00000139574	ENST00000267017.4	protein_coding	10	0	0		0.7	88	4	0		0.443181818181818	1	1
NABP2	ENSG00000139579.13	ENSG00000139579	ENST00000267023.9	protein_coding	123	0	0		0.747967479674797	641	8	3	1	0.49609984399376	0	6
ITGB7	ENSG00000139626.16	ENSG00000139626	ENST00000267082.10	protein_coding	176	1	0		0.556818181818182	233	1	0		0.545064377682404	0	4
ERBB3	ENSG00000065361.17	ENSG00000065361	ENST00000267101.8	protein_coding	136	1	1	1	0.669117647058824	1450	19	16	2	0.42551724137931	5	38
LMBR1L	ENSG00000139636.16	ENSG00000139636	ENST00000267102.13	protein_coding	292	1	0		0.643835616438356	533	4	3	3	0.547842401500938	1	0
MYG1	ENSG00000139637.14	ENSG00000139637	ENST00000267103.10	protein_coding	43	0	0		0.697674418604651	28	0	0		0.321428571428571	4	1
TMBIM6	ENSG00000139644.13	ENSG00000139644	ENST00000267115.10	protein_coding	85	0	0		0.588235294117647	2038	22	22	2	0.449950932286555	0	14
ANKRD52	ENSG00000139645.11	ENSG00000139645	ENST00000267116.8	protein_coding	115	1	0		0.834782608695652	5335	67	62	2	0.557825679475164	5	22
KRT71	ENSG00000139648.7	ENSG00000139648	ENST00000267119.6	protein_coding	68	0	0		0.514705882352941	623	4	2	1	0.565008025682183	3	5
RB1	ENSG00000139687.16	ENSG00000139687	ENST00000267163.6	protein_coding	162	0	0		0.685185185185185	1819	30	28	1	0.313358988455195	1	27
VPS33A	ENSG00000139719.11	ENSG00000139719	ENST00000267199.9	protein_coding	86	0	0		0.662790697674419	2682	30	28	1	0.451901565995526	0	7
VPS37B	ENSG00000139722.7	ENSG00000139722	ENST00000267202.7	protein_coding	62	0	0		0.790322580645161	1786	17	15	1	0.575027995520717	2	7
RHOF	ENSG00000139725.8	ENSG00000139725	ENST00000267205.7	protein_coding	55	0	0		0.781818181818182	1744	18	15	2	0.569380733944954	1	8
SRRM4	ENSG00000139767.10	ENSG00000139767	ENST00000267260.5	protein_coding	342	0	0		0.678362573099415	6253	102	93	2	0.487446025907564	0	5
METTL21C	ENSG00000139780.8	ENSG00000139780	ENST00000267273.7	protein_coding	546	10	8	1	0.417582417582418	284	6	2	2	0.299295774647887	2	6
RNF113B	ENSG00000139797.8	ENSG00000139797	ENST00000267291.7	protein_coding	33	0	0		0.636363636363636	378	17	12	1	0.402116402116402	1	0
RAB20	ENSG00000139832.5	ENSG00000139832	ENST00000267328.5	protein_coding	203	0	0		0.738916256157635	599	9	0		0.499165275459099	1	1
ANKRD10	ENSG00000088448.14	ENSG00000088448	ENST00000267339.6	protein_coding	135	0	0		0.733333333333333	1097	20	17	1	0.361896080218779	1	2
SSTR1	ENSG00000139874.6	ENSG00000139874	ENST00000267377.3	protein_coding	712	3	1	1	0.643258426966292	2502	29	26	2	0.474420463629097	1	4
REM2	ENSG00000139890.10	ENSG00000139890	ENST00000267396.9	protein_coding	66	0	0		0.666666666666667	769	7	3	3	0.568270481144343	0	0
CBLN3	ENSG00000139899.11	ENSG00000139899	ENST00000267406.11	protein_coding	614	5	2	2	0.602605863192182	1244	16	10	2	0.528135048231511	2	2
TINF2	ENSG00000092330.18	ENSG00000092330	ENST00000267415.12	protein_coding	291	1	1	2	0.673539518900344	154	2	1	2	0.363636363636364	0	3
NOP9	ENSG00000196943.14	ENSG00000196943	ENST00000267425.8	protein_coding	105	0	0		0.580952380952381	4029	64	63	2	0.513278729213204	1	6
FITM1	ENSG00000139914.7	ENSG00000139914	ENST00000267426.6	protein_coding	905	10	9	2	0.559116022099448	24	0	0		0.416666666666667	0	0
FANCM	ENSG00000187790.11	ENSG00000187790	ENST00000267430.10	protein_coding	102	1	0		0.558823529411765	882	20	14	3	0.343537414965986	0	50
L2HGDH	ENSG00000087299.12	ENSG00000087299	ENST00000267436.9	protein_coding	79	0	0		0.670886075949367	4624	100	91	2	0.379757785467128	0	7
PELI2	ENSG00000139946.10	ENSG00000139946	ENST00000267460.9	protein_coding	250	1	1	3	0.796	4358	74	70	2	0.359109683340982	0	5
RTN1	ENSG00000139970.17	ENSG00000139970	ENST00000267484.10	protein_coding	146	0	0		0.767123287671233	762	21	9	2	0.364829396325459	3	10
ARMH4	ENSG00000139971.15	ENSG00000139971	ENST00000267485.7	protein_coding	195	1	0		0.687179487179487	3975	89	87	2	0.38314465408805	3	22
SLC38A6	ENSG00000139974.16	ENSG00000139974	ENST00000267488.9	protein_coding	33	1	0		0.545454545454545	201	5	0		0.313432835820896	1	0
GPR65	ENSG00000140030.6	ENSG00000140030	ENST00000267549.5	protein_coding	547	11	8	1	0.352833638025594	2950	60	57	2	0.368474576271186	2	0
AK7	ENSG00000140057.9	ENSG00000140057	ENST00000267584.9	protein_coding	27	0	0		0.666666666666667	1084	26	20	2	0.32380073800738	1	13
ITPK1	ENSG00000100605.17	ENSG00000100605	ENST00000267615.11	protein_coding	296	0	0		0.814189189189189	4647	63	62	2	0.567247686679578	0	4
TRIP11	ENSG00000100815.12	ENSG00000100815	ENST00000267622.8	protein_coding	374	2	2	3	0.577540106951872	3682	69	67	1	0.34736556219446	27	53
EMC4	ENSG00000128463.13	ENSG00000128463	ENST00000267750.9	protein_coding	99	0	0		0.555555555555556	368	9	4	1	0.355978260869565	0	0
