expt.strong_1,expt.moderate_1,expt.moderate_2,expt.weak_1,expt.weak_2,ensgid,enstid_version,enstid
0,0,0,0,0,ENSG00000168899,ENST00000306384.5,ENST00000306384
0,0,0,0,0,ENSG00000168487,ENST00000306385.10,ENST00000306385
0,0,0,0,0,ENSG00000171236,ENST00000306390.7,ENST00000306390
0.094,0.345,0.162,0.551,0.655,ENSG00000171227,ENST00000306406.5,ENST00000306406
0.23,0.697,0.515,1.54,1.636,ENSG00000171540,ENST00000306422.5,ENST00000306422
0,0,0,0,0,ENSG00000168495,ENST00000306433.9,ENST00000306433
0.002,0.074,0.008,0.214,0.224,ENSG00000168906,ENST00000306434.8,ENST00000306434
0,0,0,0,0,ENSG00000168938,ENST00000306442.5,ENST00000306442
0.262,0.619,0.498,1.161,1.175,ENSG00000168944,ENST00000306467.10,ENST00000306467
0,0,0,0,0,ENSG00000170088,ENST00000306480.11,ENST00000306480
0.024,0.338,0.061,0.697,0.771,ENSG00000172179,ENST00000306482.2,ENST00000306482
3.329,11.733,6.616,22.721,24.841,ENSG00000196600,ENST00000306494.11,ENST00000306494
0.091,0.409,0.177,0.709,0.767,ENSG00000124467,ENST00000306511.5,ENST00000306511
0.05,0.19,0.093,0.322,0.344,ENSG00000154133,ENST00000306534.8,ENST00000306534
0.056,0.786,0.086,1.308,1.457,ENSG00000171815,ENST00000306549.6,ENST00000306549
0.587,1.948,1.175,3.891,4.012,ENSG00000171161,ENST00000306562.8,ENST00000306562
0.189,0.534,0.356,0.957,0.995,ENSG00000242419,ENST00000306593.2,ENST00000306593
0,0,0,0,0,ENSG00000171163,ENST00000306601.9,ENST00000306601
0.024,0.235,0.049,0.505,0.54,ENSG00000169245,ENST00000306602.3,ENST00000306602
0,0.052,0,0.076,0.082,ENSG00000169248,ENST00000306621.8,ENST00000306621
0.126,0.395,0.225,0.702,0.734,ENSG00000170142,ENST00000306627.8,ENST00000306627
0,0,0,0,0,ENSG00000178927,ENST00000306645.10,ENST00000306645
0.185,0.581,0.395,1.181,1.358,ENSG00000173908,ENST00000306658.8,ENST00000306658
0.061,0.245,0.178,0.579,0.592,ENSG00000050628,ENST00000306666.10,ENST00000306666
0.288,0.975,0.583,1.887,1.958,ENSG00000170214,ENST00000306675.5,ENST00000306675
0.239,0.585,0.51,1.228,1.251,ENSG00000169683,ENST00000306688.8,ENST00000306688
0,0,0,0,0,ENSG00000171017,ENST00000306708.11,ENST00000306708
0.037,0.162,0.104,0.521,0.545,ENSG00000144354,ENST00000306721.8,ENST00000306721
0.019,0.055,0.057,0.167,0.169,ENSG00000169857,ENST00000306730.8,ENST00000306730
0,0,0,0,0,ENSG00000101546,ENST00000306735.10,ENST00000306735
0,0,0,0,0,ENSG00000169696,ENST00000306739.9,ENST00000306739
0,0,0,0,0,ENSG00000169710,ENST00000306749.4,ENST00000306749
0.11,0.355,0.203,0.654,0.667,ENSG00000171246,ENST00000306773.5,ENST00000306773
0,0,0,0,0,ENSG00000169718,ENST00000306796.10,ENST00000306796
0.846,2.67,1.802,5.63,5.836,ENSG00000141564,ENST00000306801.8,ENST00000306801
0,0,0,0,0,ENSG00000170953,ENST00000306842.3,ENST00000306842
0.157,0.461,0.29,0.841,0.86,ENSG00000172239,ENST00000306846.8,ENST00000306846
0.097,0.269,0.182,0.548,0.565,ENSG00000118276,ENST00000306851.10,ENST00000306851
0.393,1.102,0.697,1.983,2.254,ENSG00000168143,ENST00000306858.8,ENST00000306858
0.394,1.372,0.94,3.166,3.306,ENSG00000172244,ENST00000306862.7,ENST00000306862
0,0,0,0,0,ENSG00000169738,ENST00000306869.7,ENST00000306869
0,0,0,0,0,ENSG00000213380,ENST00000306875.10,ENST00000306875
0.004,0.023,0.028,0.091,0.095,ENSG00000169750,ENST00000306897.9,ENST00000306897
0,0,0,0,0,ENSG00000175344,ENST00000306901.9,ENST00000306901
0,0,0,0,0,ENSG00000170748,ENST00000306904.7,ENST00000306904
0,0,0,0,0,ENSG00000171970,ENST00000306908.10,ENST00000306908
0.178,0.53,0.404,1.14,1.155,ENSG00000171574,ENST00000306910.9,ENST00000306910
0.486,1.269,1,2.538,2.578,ENSG00000169018,ENST00000306917.5,ENST00000306917
0,0,0,0,0,ENSG00000169006,ENST00000306928.6,ENST00000306928
0,0,0,0,0,ENSG00000170270,ENST00000306954.5,ENST00000306954
0.218,0.645,0.446,1.369,1.467,ENSG00000168539,ENST00000306960.4,ENST00000306960
0.099,0.233,0.163,0.441,0.478,ENSG00000168303,ENST00000306984.8,ENST00000306984
0.142,0.467,0.285,0.923,0.964,ENSG00000106524,ENST00000306999.7,ENST00000306999
0,0,0,0,0,ENSG00000198674,ENST00000307002.3,ENST00000307002
0.451,1.673,0.976,3.386,3.946,ENSG00000170279,ENST00000307003.3,ENST00000307003
0.504,1.333,1.177,3.106,3.228,ENSG00000170185,ENST00000307017.9,ENST00000307017
0,0,0,0,0,ENSG00000171014,ENST00000307033.3,ENST00000307033
0.803,2.202,1.283,3.459,3.718,ENSG00000169918,ENST00000307050.6,ENST00000307050
0,0,0,0,0,ENSG00000170234,ENST00000307063.9,ENST00000307063
0,0.069,0,0.135,0.152,ENSG00000171243,ENST00000307068.5,ENST00000307068
0.735,2.479,1.239,4.098,4.384,ENSG00000168646,ENST00000307078.10,ENST00000307078
0.022,0.104,0.062,0.235,0.262,ENSG00000169469,ENST00000307098.5,ENST00000307098
0.087,0.206,0.165,0.384,0.389,ENSG00000169032,ENST00000307102.10,ENST00000307102
0,0,0,0,0,ENSG00000172432,ENST00000307126.10,ENST00000307126
0.244,0.878,0.461,1.642,1.757,ENSG00000172399,ENST00000307128.6,ENST00000307128
0.186,0.627,0.382,1.231,1.272,ENSG00000172403,ENST00000307142.9,ENST00000307142
0.026,0.117,0.068,0.316,0.356,ENSG00000171989,ENST00000307144.6,ENST00000307144
0.22,0.819,0.451,1.821,1.896,ENSG00000169926,ENST00000307145.4,ENST00000307145
0.073,0.227,0.16,0.496,0.505,ENSG00000168434,ENST00000307149.10,ENST00000307149
0.454,1.004,0.707,1.54,1.589,ENSG00000168412,ENST00000307161.5,ENST00000307161
0.008,0.044,0.034,0.154,0.157,ENSG00000168348,ENST00000307169.4,ENST00000307169
0.458,1.556,0.824,2.674,2.904,ENSG00000138592,ENST00000307179.9,ENST00000307179
0,0,0,0,0,ENSG00000213203,ENST00000307194.6,ENST00000307194
0,0,0,0,0,ENSG00000168792,ENST00000307201.5,ENST00000307201
0.054,0.43,0.12,0.941,1.004,ENSG00000172404,ENST00000307221.5,ENST00000307221
0,0,0,0,0,ENSG00000172340,ENST00000307227.10,ENST00000307227
0.275,0.706,0.548,1.32,1.347,ENSG00000067113,ENST00000307259.9,ENST00000307259
0.44,1.495,1.074,3.573,3.695,ENSG00000171115,ENST00000307271.4,ENST00000307271
0.028,0.081,0.056,0.195,0.22,ENSG00000170248,ENST00000307296.8,ENST00000307296
0.706,2.959,1.372,5.703,6.095,ENSG00000042781,ENST00000307340.8,ENST00000307340
0.154,0.518,0.344,1.165,1.232,ENSG00000197008,ENST00000307355.12,ENST00000307355
0.138,0.595,0.377,1.558,1.623,ENSG00000170801,ENST00000307358.7,ENST00000307358
0.136,1.148,0.229,1.956,2.15,ENSG00000250120,ENST00000307360.6,ENST00000307360
0,0,0,0,0,ENSG00000170266,ENST00000307363.10,ENST00000307363
0.104,0.312,0.219,0.647,0.657,ENSG00000168209,ENST00000307365.4,ENST00000307365
0,0,0,0,0,ENSG00000168569,ENST00000307366.8,ENST00000307366
0.145,1.117,0.329,2.256,2.569,ENSG00000171944,ENST00000307388.2,ENST00000307388
0.119,0.927,0.212,1.476,1.712,ENSG00000172468,ENST00000307393.3,ENST00000307393
0.036,0.117,0.067,0.227,0.238,ENSG00000169704,ENST00000307395.5,ENST00000307395
0.037,0.157,0.055,0.253,0.264,ENSG00000169429,ENST00000307407.8,ENST00000307407
0.031,0.128,0.077,0.309,0.324,ENSG00000169116,ENST00000307428.7,ENST00000307428
0.19,0.795,0.326,1.365,1.42,ENSG00000169435,ENST00000307439.10,ENST00000307439
0.446,1.298,0.855,2.388,2.624,ENSG00000171160,ENST00000307450.11,ENST00000307450
0.684,2.413,1.477,5.163,5.397,ENSG00000138769,ENST00000307465.9,ENST00000307465
0.369,1.597,0.751,3.294,3.423,ENSG00000169193,ENST00000307471.8,ENST00000307471
0,0,0,0,0,ENSG00000172482,ENST00000307503.4,ENST00000307503
1.291,3.143,2.554,6.29,6.545,ENSG00000169515,ENST00000307522.5,ENST00000307522
0,0,0,0,0,ENSG00000170293,ENST00000307526.4,ENST00000307526
0.98,2.058,1.543,3.236,3.44,ENSG00000152782,ENST00000307534.10,ENST00000307534
0.19,0.474,0.415,1.024,1.059,ENSG00000081026,ENST00000307546.14,ENST00000307546
0,0,0,0,0,ENSG00000172289,ENST00000307552.3,ENST00000307552
0.113,0.691,0.211,1.278,1.449,ENSG00000170681,ENST00000307584.6,ENST00000307584
0.146,0.508,0.187,0.664,0.722,ENSG00000168491,ENST00000307588.8,ENST00000307588
0.043,0.11,0.06,0.179,0.187,ENSG00000169154,ENST00000307599.5,ENST00000307599
0.252,0.635,0.433,1.085,1.125,ENSG00000168172,ENST00000307602.9,ENST00000307602
0,0,0,0,0,ENSG00000172497,ENST00000307624.8,ENST00000307624
0,0,0,0,0,ENSG00000170027,ENST00000307630.5,ENST00000307630
0,0,0,0,0,ENSG00000172000,ENST00000307635.3,ENST00000307635
0.043,0.149,0.099,0.312,0.332,ENSG00000171860,ENST00000307637.5,ENST00000307637
0.075,0.213,0.146,0.396,0.403,ENSG00000172366,ENST00000307650.9,ENST00000307650
0.386,1.358,0.696,2.498,2.616,ENSG00000186272,ENST00000307658.12,ENST00000307658
1.013,3.898,1.937,7.408,7.958,ENSG00000170871,ENST00000307659.6,ENST00000307659
0.669,2.108,1.241,3.821,3.953,ENSG00000171992,ENST00000307662.5,ENST00000307662
0.751,2.354,1.599,4.875,5.201,ENSG00000171552,ENST00000307677.5,ENST00000307677
0.562,1.306,0.996,2.269,2.378,ENSG00000100934,ENST00000307712.11,ENST00000307712
0.461,1.338,0.831,2.449,2.695,ENSG00000171428,ENST00000307719.9,ENST00000307719
0.071,0.205,0.148,0.417,0.431,ENSG00000171497,ENST00000307720.4,ENST00000307720
0.451,1.255,0.819,2.171,2.248,ENSG00000078403,ENST00000307729.12,ENST00000307729
0,0.096,0,0.165,0.292,ENSG00000168438,ENST00000307731.2,ENST00000307731
0.161,0.331,0.262,0.544,0.579,ENSG00000172009,ENST00000307741.11,ENST00000307741
0,0,0,0,0,ENSG00000170891,ENST00000307746.9,ENST00000307746
0.207,0.444,0.355,0.763,0.779,ENSG00000168795,ENST00000307750.5,ENST00000307750
0.006,0.029,0.01,0.077,0.084,ENSG00000171747,ENST00000307751.9,ENST00000307751
0.052,0.887,0.108,1.606,1.816,ENSG00000171509,ENST00000307765.10,ENST00000307765
0,0,0,0,0,ENSG00000171928,ENST00000307767.13,ENST00000307767
0,0,0,0,0,ENSG00000169249,ENST00000307771.8,ENST00000307771
0,0,0,0,0,ENSG00000169885,ENST00000307786.8,ENST00000307786
0,0,0,0,0,ENSG00000100325,ENST00000307790.8,ENST00000307790
0.422,0.937,0.745,1.678,1.737,ENSG00000131446,ENST00000307826.5,ENST00000307826
0,0,0,0,0,ENSG00000174339,ENST00000307832.3,ENST00000307832
0.016,0.035,0.031,0.084,0.09,ENSG00000174748,ENST00000307839.10,ENST00000307839
0.488,1.743,0.752,2.706,2.991,ENSG00000174448,ENST00000307844.4,ENST00000307844
0.115,0.322,0.242,0.671,0.694,ENSG00000115756,ENST00000307845.8,ENST00000307845
0.014,0.121,0.038,0.252,0.293,ENSG00000135077,ENST00000307851.9,ENST00000307851
0.064,0.192,0.097,0.279,0.299,ENSG00000042286,ENST00000307864.3,ENST00000307864
0,0,0,0,0,ENSG00000167881,ENST00000307877.7,ENST00000307877
0,0,0,0,0,ENSG00000172543,ENST00000307886.8,ENST00000307886
0.037,0.117,0.074,0.2,0.205,ENSG00000103018,ENST00000307892.13,ENST00000307892
0,0,0,0,0,ENSG00000174442,ENST00000307897.10,ENST00000307897
0.065,0.272,0.141,0.598,0.647,ENSG00000213139,ENST00000307944.6,ENST00000307944
0.104,0.585,0.237,1.164,1.342,ENSG00000120500,ENST00000307959.9,ENST00000307959
0,0,0,0,0,ENSG00000174444,ENST00000307961.11,ENST00000307961
0.28,0.602,0.467,0.993,1.027,ENSG00000137166,ENST00000307972.10,ENST00000307972
0,0,0,0,0,ENSG00000172613,ENST00000307980.7,ENST00000307980
0.047,0.168,0.105,0.369,0.377,ENSG00000172638,ENST00000307998.11,ENST00000307998
0.049,0.161,0.109,0.324,0.357,ENSG00000128626,ENST00000308018.9,ENST00000308018
0.037,0.162,0.111,0.412,0.444,ENSG00000174915,ENST00000308020.6,ENST00000308020
0.234,0.587,0.387,0.945,1,ENSG00000172663,ENST00000308022.7,ENST00000308022
0.121,0.316,0.22,0.557,0.628,ENSG00000174243,ENST00000308025.8,ENST00000308025
0.142,0.363,0.322,0.81,0.845,ENSG00000174327,ENST00000308027.7,ENST00000308027
0.049,0.152,0.091,0.266,0.269,ENSG00000196263,ENST00000308031.10,ENST00000308031
0,0,0,0,0,ENSG00000008226,ENST00000308059.11,ENST00000308059
0.014,0.106,0.03,0.256,0.313,ENSG00000172969,ENST00000308062.8,ENST00000308062
0.5,1.388,1.045,2.855,2.925,ENSG00000175264,ENST00000308064.7,ENST00000308064
0.149,0.604,0.316,1.243,1.311,ENSG00000173451,ENST00000308086.3,ENST00000308086
0.109,0.467,0.226,0.973,1.082,ENSG00000173728,ENST00000308105.5,ENST00000308105
0.036,0.171,0.062,0.274,0.303,ENSG00000175305,ENST00000308108.9,ENST00000308108
0.199,0.485,0.392,0.955,0.977,ENSG00000172732,ENST00000308110.9,ENST00000308110
0,0,0,0,0,ENSG00000172830,ENST00000308127.9,ENST00000308127
0.262,1.009,0.473,1.822,1.943,ENSG00000175065,ENST00000308128.9,ENST00000308128
0.506,1.548,0.937,2.871,3.029,ENSG00000174137,ENST00000308132.11,ENST00000308132
0.061,0.16,0.104,0.257,0.295,ENSG00000105968,ENST00000308153.9,ENST00000308153
0.208,0.524,0.387,0.951,0.986,ENSG00000175309,ENST00000308158.10,ENST00000308158
0.142,0.403,0.207,0.616,0.678,ENSG00000102900,ENST00000308159.10,ENST00000308159
0,0,0,0,0,ENSG00000172757,ENST00000308162.10,ENST00000308162
0.271,0.701,0.567,1.437,1.495,ENSG00000102034,ENST00000308167.10,ENST00000308167
0.171,0.874,0.311,1.534,1.679,ENSG00000240184,ENST00000308177.5,ENST00000308177
0.274,0.639,0.458,1.077,1.141,ENSG00000176092,ENST00000308182.10,ENST00000308182
0.251,0.889,0.608,2.188,2.312,ENSG00000171408,ENST00000308191.11,ENST00000308191
0.169,0.347,0.353,0.708,0.754,ENSG00000122194,ENST00000308192.14,ENST00000308192
0,0,0,0,0,ENSG00000135469,ENST00000308197.10,ENST00000308197
0.059,0.22,0.111,0.379,0.385,ENSG00000173093,ENST00000308208.10,ENST00000308208
0,0.242,0,0.675,0.721,ENSG00000173431,ENST00000308227.2,ENST00000308227
0.069,0.235,0.178,0.609,0.63,ENSG00000175175,ENST00000308249.4,ENST00000308249
0.633,1.939,1.206,3.512,3.692,ENSG00000168418,ENST00000308251.6,ENST00000308251
0.144,0.474,0.393,1.231,1.364,ENSG00000174099,ENST00000308259.10,ENST00000308259
0.27,0.629,0.494,1.132,1.16,ENSG00000090686,ENST00000308271.14,ENST00000308271
0.141,0.348,0.269,0.678,0.828,ENSG00000167196,ENST00000308275.8,ENST00000308275
0,0,0,0,0,ENSG00000167695,ENST00000308278.13,ENST00000308278
0.814,2.125,1.298,3.378,3.687,ENSG00000120341,ENST00000308284.11,ENST00000308284
0.161,0.467,0.305,0.862,0.908,ENSG00000172689,ENST00000308287.2,ENST00000308287
0.043,0.19,0.112,0.452,0.478,ENSG00000174567,ENST00000308302.4,ENST00000308302
0.687,1.983,0.999,2.854,2.982,ENSG00000175325,ENST00000308304.2,ENST00000308304
0,0,0,0,0,ENSG00000092208,ENST00000308317.12,ENST00000308317
0,0,0,0,0,ENSG00000174106,ENST00000308330.3,ENST00000308330
0.044,0.142,0.083,0.253,0.258,ENSG00000172803,ENST00000308342.7,ENST00000308342
0.171,0.49,0.341,0.989,1.041,ENSG00000106404,ENST00000308344.10,ENST00000308344
0,0,0,0,0,ENSG00000087111,ENST00000308360.8,ENST00000308360
0,0,0,0,0,ENSG00000170890,ENST00000308366.9,ENST00000308366
0.092,0.242,0.163,0.426,0.431,ENSG00000173540,ENST00000308388.7,ENST00000308388
0.434,1.541,0.862,3.206,3.506,ENSG00000164305,ENST00000308394.9,ENST00000308394
0,0,0,0,0,ENSG00000172922,ENST00000308418.10,ENST00000308418
0.145,0.517,0.332,1.147,1.236,ENSG00000131471,ENST00000308423.7,ENST00000308423
2.214,9.334,4.242,17.073,18.714,ENSG00000173114,ENST00000308478.10,ENST00000308478
0,0,0,0,0,ENSG00000124831,ENST00000308482.14,ENST00000308482
0,0,0,0,0,ENSG00000048649,ENST00000308488.11,ENST00000308488
2.856,8.535,5.653,16.868,17.762,ENSG00000173320,ENST00000308497.9,ENST00000308497
0,0,0,0,0,ENSG00000173546,ENST00000308508.5,ENST00000308508
0,0,0,0,0,ENSG00000158941,ENST00000308511.9,ENST00000308511
0.067,0.219,0.134,0.377,0.412,ENSG00000128394,ENST00000308521.10,ENST00000308521
1.82,5.016,3.456,9.48,9.821,ENSG00000173548,ENST00000308527.6,ENST00000308527
0.766,3.515,1.393,6.059,6.799,ENSG00000144214,ENST00000308528.9,ENST00000308528
0.268,0.705,0.486,1.258,1.288,ENSG00000138594,ENST00000308580.12,ENST00000308580
0.069,0.167,0.132,0.287,0.361,ENSG00000169371,ENST00000308588.10,ENST00000308588
0.133,0.352,0.209,0.561,0.588,ENSG00000173020,ENST00000308595.10,ENST00000308595
0.439,1.512,0.729,2.474,2.646,ENSG00000163606,ENST00000308611.8,ENST00000308611
0.45,1.429,0.902,2.762,3.013,ENSG00000174279,ENST00000308618.5,ENST00000308618
0,0,0,0,0,ENSG00000172554,ENST00000308624.10,ENST00000308624
0.592,2.271,0.991,3.794,4.064,ENSG00000173627,ENST00000308641.6,ENST00000308641
0.628,2.168,1.269,4.134,4.511,ENSG00000173926,ENST00000308660.6,ENST00000308660
0.525,1.745,0.923,2.964,3.268,ENSG00000173208,ENST00000308666.4,ENST00000308666
0.062,0.147,0.107,0.263,0.275,ENSG00000072062,ENST00000308677.9,ENST00000308677
0.209,0.502,0.411,1.009,1.138,ENSG00000173545,ENST00000308683.3,ENST00000308683
0.146,0.502,0.236,0.817,0.833,ENSG00000173692,ENST00000308696.11,ENST00000308696
0.078,0.428,0.141,0.828,0.855,ENSG00000121380,ENST00000308721.9,ENST00000308721
0.228,1.087,0.481,2.226,2.429,ENSG00000010671,ENST00000308731.8,ENST00000308731
0.086,0.213,0.182,0.426,0.473,ENSG00000150990,ENST00000308736.7,ENST00000308736
0.084,0.242,0.189,0.531,0.554,ENSG00000175548,ENST00000308742.9,ENST00000308742
0.293,0.798,0.495,1.327,1.408,ENSG00000056291,ENST00000308744.12,ENST00000308744
0.39,0.943,0.491,1.212,1.227,ENSG00000174939,ENST00000308748.10,ENST00000308748
0.195,0.575,0.416,1.122,1.191,ENSG00000173402,ENST00000308775.7,ENST00000308775
0.018,0.133,0.062,0.403,0.51,ENSG00000172551,ENST00000308796.11,ENST00000308796
0.577,1.342,0.941,2.251,2.313,ENSG00000168404,ENST00000308807.12,ENST00000308807
0.227,0.659,0.397,1.185,1.233,ENSG00000203880,ENST00000308824.11,ENST00000308824
0,0,0,0,0,ENSG00000173156,ENST00000308831.7,ENST00000308831
0,0,0,0,0,ENSG00000173137,ENST00000308860.11,ENST00000308860
0.127,0.369,0.216,0.641,0.671,ENSG00000174697,ENST00000308868.5,ENST00000308868
0.208,0.519,0.446,1.065,1.077,ENSG00000020633,ENST00000308873.11,ENST00000308873
1.052,2.517,1.97,4.69,4.86,ENSG00000172889,ENST00000308874.12,ENST00000308874
1.287,2.863,2.351,5.246,5.398,ENSG00000149930,ENST00000308893.9,ENST00000308893
0,0,0,0,0,ENSG00000174500,ENST00000308910.9,ENST00000308910
0.005,0.023,0.033,0.37,0.382,ENSG00000173213,ENST00000308911.9,ENST00000308911
0,0,0,0,0,ENSG00000073067,ENST00000308919.12,ENST00000308919
0,0,0,0,0,ENSG00000063244,ENST00000308924.9,ENST00000308924
0.144,0.47,0.305,0.938,1.135,ENSG00000174886,ENST00000308961.5,ENST00000308961
1.397,6.409,2.769,12.287,13.43,ENSG00000174123,ENST00000308973.9,ENST00000308973
0.67,2.368,1.285,4.379,4.743,ENSG00000174125,ENST00000308979.7,ENST00000308979
0.269,0.72,0.452,1.154,1.346,ENSG00000177646,ENST00000308982.12,ENST00000308982
0.109,0.272,0.198,0.464,0.501,ENSG00000173207,ENST00000308987.6,ENST00000308987
0.044,0.076,0.085,0.144,0.195,ENSG00000002330,ENST00000309032.8,ENST00000309032
0.136,0.396,0.222,0.611,0.623,ENSG00000173960,ENST00000309033.5,ENST00000309033
0.581,1.638,1.134,3.221,3.386,ENSG00000175029,ENST00000309035.11,ENST00000309035
0.092,0.331,0.192,0.656,0.666,ENSG00000084093,ENST00000309042.12,ENST00000309042
0.041,0.113,0.099,0.282,0.289,ENSG00000175279,ENST00000309048.8,ENST00000309048
0.156,0.438,0.2,0.574,0.921,ENSG00000141994,ENST00000309061.12,ENST00000309061
0.032,0.116,0.076,0.28,0.29,ENSG00000159335,ENST00000309083.8,ENST00000309083
0.208,0.533,0.399,0.997,1.065,ENSG00000172935,ENST00000309099.7,ENST00000309099
0.388,0.862,0.753,1.645,1.678,ENSG00000173327,ENST00000309100.8,ENST00000309100
0,0,0,0,0,ENSG00000172938,ENST00000309106.3,ENST00000309106
0.091,0.358,0.152,0.565,0.711,ENSG00000157538,ENST00000309117.11,ENST00000309117
0.13,0.434,0.345,0.977,1.055,ENSG00000172775,ENST00000309137.13,ENST00000309137
0,0,0,0,0,ENSG00000196099,ENST00000309154.3,ENST00000309154
0.288,0.66,0.6,1.371,1.451,ENSG00000141738,ENST00000309156.9,ENST00000309156
0,0,0,0,0,ENSG00000175352,ENST00000309166.8,ENST00000309166
0.338,2.078,0.671,3.96,4.182,ENSG00000174944,ENST00000309170.8,ENST00000309170
0.303,1.527,0.661,3.21,3.441,ENSG00000174946,ENST00000309180.6,ENST00000309180
0,0,0,0,0,ENSG00000162576,ENST00000309212.11,ENST00000309212
0.456,1.735,0.995,3.594,4.026,ENSG00000173258,ENST00000309235.6,ENST00000309235
0,0,0,0,0,ENSG00000155846,ENST00000309241.10,ENST00000309241
0,0,0,0,0,ENSG00000105379,ENST00000309244.9,ENST00000309244
0,0,0,0,0,ENSG00000156508,ENST00000309268.11,ENST00000309268
0,0,0,0,0,ENSG00000155367,ENST00000309276.11,ENST00000309276
0.12,1.187,0.226,2.113,2.452,ENSG00000173578,ENST00000309285.4,ENST00000309285
0.115,0.255,0.208,0.483,0.51,ENSG00000173442,ENST00000309295.9,ENST00000309295
0.013,0.054,0.038,0.154,0.157,ENSG00000167658,ENST00000309311.7,ENST00000309311
0.651,1.461,1.111,2.453,2.708,ENSG00000122515,ENST00000309315.9,ENST00000309315
0.214,0.467,0.36,0.786,0.8,ENSG00000173457,ENST00000309318.8,ENST00000309318
0.018,0.236,0.042,0.418,0.483,ENSG00000174917,ENST00000309324.9,ENST00000309324
0,0,0,0,0,ENSG00000173465,ENST00000309328.8,ENST00000309328
0,0,0,0,0,ENSG00000204316,ENST00000309352.4,ENST00000309352
0,0,0,0,0,ENSG00000173486,ENST00000309366.9,ENST00000309366
0.053,0.287,0.095,0.467,0.606,ENSG00000166452,ENST00000309377.9,ENST00000309377
0.862,1.544,1.397,2.449,2.498,ENSG00000160469,ENST00000309383.6,ENST00000309383
0.156,1.062,0.339,2.119,2.25,ENSG00000183542,ENST00000309384.3,ENST00000309384
0.025,0.133,0.076,0.4,0.438,ENSG00000173542,ENST00000309395.7,ENST00000309395
0.151,0.408,0.307,0.816,0.841,ENSG00000172985,ENST00000309415.8,ENST00000309415
0.155,0.434,0.357,1.039,1.059,ENSG00000173511,ENST00000309422.7,ENST00000309422
0,0,0,0,0,ENSG00000117877,ENST00000309424.8,ENST00000309424
0.171,0.45,0.349,0.892,1.204,ENSG00000141699,ENST00000309428.10,ENST00000309428
0.355,1.355,0.839,3.007,3.162,ENSG00000118263,ENST00000309446.11,ENST00000309446
0.165,0.484,0.287,0.911,0.951,ENSG00000174145,ENST00000309447.6,ENST00000309447
0,0,0,0,0,ENSG00000173272,ENST00000309451.7,ENST00000309451
0.181,0.406,0.393,0.882,0.908,ENSG00000130734,ENST00000309469.9,ENST00000309469
0,0,0,0,0,ENSG00000138796,ENST00000309522.8,ENST00000309522
0.015,0.132,0.029,0.363,0.477,ENSG00000173391,ENST00000309539.8,ENST00000309539
0,0,0,0,0,ENSG00000203896,ENST00000309546.8,ENST00000309546
0,0,0,0,0,ENSG00000173705,ENST00000309558.8,ENST00000309558
0,0,0,0,0,ENSG00000175619,ENST00000309562.3,ENST00000309562
0.977,2.815,1.926,5.409,5.541,ENSG00000175040,ENST00000309575.5,ENST00000309575
0,0,0,0,0,ENSG00000173141,ENST00000309594.5,ENST00000309594
0.694,1.441,1.34,2.773,2.827,ENSG00000173621,ENST00000309602.5,ENST00000309602
0,0,0,0,0,ENSG00000173679,ENST00000309623.1,ENST00000309623
