obs.AAA,obs.AAT,obs.AAC,obs.AAG,obs.ATA,obs.ATT,obs.ATC,obs.ATG,obs.ACA,obs.ACT,obs.ACC,obs.ACG,obs.AGA,obs.AGT,obs.AGC,obs.AGG,obs.TAA,obs.TAT,obs.TAC,obs.TAG,obs.TTA,obs.TTT,obs.TTC,obs.TTG,obs.TCA,obs.TCT,obs.TCC,obs.TCG,obs.TGA,obs.TGT,obs.TGC,obs.TGG,obs.CAA,obs.CAT,obs.CAC,obs.CAG,obs.CTA,obs.CTT,obs.CTC,obs.CTG,obs.CCA,obs.CCT,obs.CCC,obs.CCG,obs.CGA,obs.CGT,obs.CGC,obs.CGG,obs.GAA,obs.GAT,obs.GAC,obs.GAG,obs.GTA,obs.GTT,obs.GTC,obs.GTG,obs.GCA,obs.GCT,obs.GCC,obs.GCG,obs.GGA,obs.GGT,obs.GGC,obs.GGG,ensgid_version,enstid_version,transcript
4,1,5,10,0,5,2,1,5,7,7,2,6,7,8,14,3,2,2,3,4,4,5,3,8,5,9,4,6,3,6,9,8,1,9,11,2,4,14,12,9,10,5,7,1,5,6,4,6,4,4,11,4,3,5,8,8,10,10,3,11,5,11,7,ENSG00000243811,ENST00000216099.13,ENST00000216099
0,0,0,3,1,0,0,1,2,3,5,4,5,0,10,10,0,0,0,1,0,1,3,1,0,9,9,8,2,4,10,4,0,1,8,7,0,3,15,14,6,9,12,23,9,2,29,25,3,1,6,13,0,1,6,4,8,13,24,29,7,5,27,13,ENSG00000100276,ENST00000216101.7,ENST00000216101
1,0,0,4,0,1,2,1,2,0,2,1,3,2,2,4,0,0,0,1,0,0,2,1,1,3,4,1,3,1,1,3,2,1,3,2,0,1,3,4,2,5,1,2,3,1,0,6,2,3,5,4,1,1,1,2,1,0,3,6,5,1,7,3,ENSG00000100281,ENST00000216106.6,ENST00000216106
0,0,0,1,0,0,1,0,2,0,0,2,4,0,2,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,3,0,1,1,1,2,1,1,3,1,0,4,1,1,0,2,2,0,0,0,1,1,2,5,0,1,1,1,1,ENSG00000100290,ENST00000216115.3,ENST00000216115
0,0,2,0,0,0,0,0,0,0,1,3,0,0,7,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,0,2,4,0,0,3,1,2,4,2,5,3,1,5,2,1,0,0,3,0,0,1,0,3,0,8,3,1,0,1,0,ENSG00000100292,ENST00000216117.9,ENST00000216117
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,2,0,2,0,0,0,0,2,1,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,1,ENSG00000184117,ENST00000216121.12,ENST00000216121
2,0,2,1,0,0,0,0,0,1,1,0,1,2,1,2,0,0,0,0,0,1,1,2,0,2,1,1,2,2,1,2,0,0,0,2,0,1,2,2,1,1,1,1,1,1,2,3,3,0,0,3,0,2,1,3,1,1,0,5,2,2,3,0,ENSG00000100297,ENST00000216122.9,ENST00000216122
1,1,0,6,0,1,4,0,1,3,4,1,4,4,10,11,0,2,3,3,1,1,3,2,5,8,13,5,3,1,3,9,2,0,0,8,2,4,13,12,3,13,18,16,4,2,10,16,5,2,6,12,5,1,11,2,1,7,16,10,13,12,11,10,ENSG00000100299,ENST00000216124.10,ENST00000216124
2,0,0,7,2,1,4,1,3,2,14,2,10,4,29,20,0,0,2,2,0,1,5,3,5,4,17,7,2,0,10,10,3,5,11,26,2,6,18,15,18,19,39,31,10,5,18,25,4,3,8,26,0,1,7,3,19,15,37,20,20,2,33,16,ENSG00000100302,ENST00000216127.5,ENST00000216127
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,1,1,0,3,10,0,0,2,1,0,0,1,2,0,2,1,9,2,2,10,3,ENSG00000100304,ENST00000216129.7,ENST00000216129
2,1,2,0,0,0,1,1,0,0,1,4,0,0,5,5,0,0,0,0,0,0,1,2,1,0,2,5,2,1,6,2,1,1,0,5,0,1,5,1,2,2,12,15,3,6,22,9,2,0,3,5,0,2,1,6,4,5,15,14,5,3,8,5,ENSG00000100307,ENST00000216133.10,ENST00000216133
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,0,1,0,3,0,ENSG00000100312,ENST00000216139.10,ENST00000216139
2,0,1,2,0,0,0,2,2,1,3,2,3,1,23,7,0,0,1,3,0,1,0,1,1,1,4,2,2,0,4,2,2,2,3,8,3,0,6,5,6,6,14,27,10,1,24,34,2,0,2,20,1,1,1,0,6,7,32,35,10,1,32,16,ENSG00000100314,ENST00000216144.4,ENST00000216144
0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,2,1,0,2,1,ENSG00000100316,ENST00000216146.9,ENST00000216146
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,2,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,ENSG00000100324,ENST00000216160.11,ENST00000216160
0,0,0,1,0,1,3,0,1,0,4,1,1,1,5,1,0,1,0,0,0,1,1,1,2,0,8,1,1,0,1,1,1,2,5,4,1,1,3,1,7,4,14,8,1,2,2,5,0,1,1,2,0,0,4,1,2,2,7,0,1,2,4,2,ENSG00000100341,ENST00000216177.9,ENST00000216177
0,0,1,0,0,1,3,0,0,0,3,0,2,0,3,1,1,0,0,0,0,0,1,1,1,0,3,0,0,0,3,0,0,0,0,2,1,1,0,2,1,1,7,11,4,0,8,4,0,4,2,3,0,0,0,0,0,3,7,6,3,0,2,2,ENSG00000100344,ENST00000216180.8,ENST00000216180
1,0,0,6,1,0,2,0,0,0,3,1,4,2,5,5,2,1,0,0,0,0,3,0,3,1,6,4,1,1,3,2,1,0,4,7,2,0,5,6,2,6,5,7,2,1,8,5,3,2,1,3,0,3,3,1,7,7,6,4,2,3,7,4,ENSG00000100345,ENST00000216181.11,ENST00000216181
0,0,0,1,0,1,1,0,2,0,0,1,0,1,0,7,0,0,0,1,0,0,0,2,0,0,2,1,2,1,3,0,0,2,0,4,1,1,2,1,0,2,2,1,1,1,2,0,1,0,3,2,0,0,0,3,4,3,1,1,3,0,4,3,ENSG00000100348,ENST00000216185.7,ENST00000216185
0,0,1,1,0,2,2,0,0,0,1,2,2,1,0,1,1,0,0,0,0,3,2,3,1,3,3,0,0,1,5,2,1,3,2,1,1,1,2,4,3,1,2,4,1,0,2,4,1,1,0,2,0,2,1,1,3,3,4,1,1,2,4,0,ENSG00000100353,ENST00000216190.13,ENST00000216190
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,2,3,0,0,0,0,0,0,4,4,0,2,4,5,0,0,5,2,0,0,1,0,0,0,1,1,0,4,4,3,1,2,3,1,ENSG00000100373,ENST00000216211.9,ENST00000216211
0,0,1,0,0,0,0,0,0,0,3,1,0,1,4,0,0,0,1,1,0,1,2,1,1,1,1,1,0,0,2,2,0,0,3,3,1,2,1,3,4,5,5,4,1,1,5,3,1,0,0,1,1,1,1,0,1,0,9,3,1,1,3,2,ENSG00000100380,ENST00000216218.8,ENST00000216218
0,0,0,0,0,0,0,3,0,1,3,1,3,0,5,3,0,0,0,0,0,0,2,0,2,1,4,1,0,3,1,4,0,1,4,5,0,2,4,4,6,4,4,2,0,0,3,3,0,2,1,4,0,0,2,1,2,4,5,2,5,1,4,3,ENSG00000100385,ENST00000216223.10,ENST00000216223
0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,ENSG00000100387,ENST00000216225.9,ENST00000216225
1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,2,0,1,0,0,0,0,1,1,0,1,1,0,2,0,1,3,1,0,1,0,0,2,0,3,1,2,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,2,1,1,0,2,3,0,ENSG00000100395,ENST00000216237.10,ENST00000216237
0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,3,0,0,1,2,1,0,0,0,4,0,0,1,4,3,3,1,0,0,0,2,1,0,0,1,0,0,1,1,0,1,2,2,3,1,0,2,0,ENSG00000100399,ENST00000216241.14,ENST00000216241
0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,2,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,3,1,0,0,2,1,0,0,1,0,2,0,1,0,2,1,0,1,1,2,0,ENSG00000100410,ENST00000216252.4,ENST00000216252
0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,1,2,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,ENSG00000100412,ENST00000216254.9,ENST00000216254
0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,2,0,0,3,2,0,0,2,0,0,0,0,0,1,0,1,2,2,0,0,1,ENSG00000100417,ENST00000216259.8,ENST00000216259
0,0,1,0,0,0,0,0,0,1,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1,2,1,0,1,2,2,2,6,10,1,1,9,8,0,0,1,1,0,0,2,0,1,1,12,6,2,1,7,2,ENSG00000100422,ENST00000216264.13,ENST00000216264
6,6,2,10,3,7,6,14,9,3,4,3,11,10,11,7,5,8,4,5,6,6,4,4,8,8,6,3,11,7,5,5,4,6,8,15,6,3,4,5,5,4,2,14,2,7,9,15,9,10,5,9,7,4,11,5,11,3,13,13,9,4,14,10,ENSG00000100426,ENST00000216268.6,ENST00000216268
0,0,1,1,0,0,1,0,1,2,3,1,0,1,5,11,0,0,0,2,0,1,3,1,0,2,7,2,1,1,8,4,0,0,3,10,2,2,6,7,6,9,10,10,3,2,10,6,2,1,3,3,0,2,1,6,6,4,15,7,5,5,11,6,ENSG00000100429,ENST00000216271.10,ENST00000216271
3,1,2,5,0,1,1,0,3,3,6,1,6,2,2,3,1,0,1,2,0,1,3,1,2,4,5,1,1,0,2,2,3,1,4,5,2,3,5,4,5,7,6,2,1,1,1,2,4,0,6,2,2,0,3,0,3,1,3,1,3,2,3,1,ENSG00000129465,ENST00000216274.10,ENST00000216274
1,0,1,5,0,0,1,2,0,1,1,2,4,2,5,9,1,0,0,2,2,0,0,3,2,0,2,1,2,2,5,4,0,2,0,5,0,1,4,3,3,3,6,3,1,1,5,13,5,1,4,6,1,4,0,5,2,4,6,14,10,5,11,10,ENSG00000090060,ENST00000216277.13,ENST00000216277
0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,1,0,1,2,2,0,2,0,0,3,3,2,1,0,1,1,0,2,0,2,1,1,1,2,0,2,0,2,0,0,0,0,0,2,3,3,0,2,2,2,0,3,1,0,ENSG00000080824,ENST00000216281.13,ENST00000216281
0,0,0,1,0,0,0,0,0,0,0,2,1,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,1,1,0,0,0,1,0,0,0,2,2,1,2,4,0,0,1,4,1,1,0,2,2,1,2,5,3,1,4,4,ENSG00000087303,ENST00000216286.10,ENST00000216286
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,3,0,2,0,4,1,1,4,3,ENSG00000023608,ENST00000216294.5,ENST00000216294
0,0,1,1,0,2,0,0,0,0,2,0,3,1,3,1,0,0,0,0,0,0,2,0,0,1,2,2,2,0,1,2,0,0,0,0,0,0,2,2,0,2,1,4,2,2,1,6,2,2,1,5,0,0,1,3,0,1,2,5,5,1,4,6,ENSG00000092201,ENST00000216297.7,ENST00000216297
1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,ENSG00000100448,ENST00000216336.3,ENST00000216336
0,0,2,1,0,1,1,0,2,0,2,0,1,1,3,1,0,0,0,0,0,2,2,1,1,3,3,0,2,1,0,2,2,1,1,3,0,1,3,4,2,4,1,0,0,0,0,0,2,0,1,2,0,1,1,0,2,1,1,0,2,0,1,1,ENSG00000100450,ENST00000216338.9,ENST00000216338
0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,2,0,1,1,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,ENSG00000100453,ENST00000216341.9,ENST00000216341
2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ENSG00000100479,ENST00000216367.10,ENST00000216367
1,0,0,3,0,0,0,1,0,0,2,0,1,0,6,10,0,0,0,1,0,0,1,1,1,2,3,7,0,2,6,0,0,0,1,3,0,2,6,6,3,7,10,25,6,1,19,24,3,1,1,9,1,0,6,0,0,5,30,20,7,4,23,13,ENSG00000100485,ENST00000216373.10,ENST00000216373
0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,0,0,1,6,0,1,2,2,3,2,6,7,0,0,7,2,0,0,0,0,0,0,0,0,4,1,9,3,0,0,2,0,ENSG00000100504,ENST00000216392.8,ENST00000216392
1,0,1,1,0,0,2,0,1,3,2,3,3,1,2,8,0,0,2,2,1,0,1,1,0,2,4,0,1,2,3,10,1,0,2,1,3,1,1,8,2,3,1,7,3,2,7,7,2,2,3,8,0,2,2,7,2,5,6,9,9,6,10,5,ENSG00000100522,ENST00000216410.8,ENST00000216410
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,5,0,0,0,0,1,1,0,0,1,0,1,5,1,1,2,2,3,0,0,4,1,0,0,0,0,0,0,0,0,1,3,1,1,0,0,2,0,ENSG00000100528,ENST00000216416.9,ENST00000216416
0,0,0,1,0,0,0,0,0,0,2,0,2,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0,1,1,0,2,3,1,1,2,2,0,0,1,2,0,0,1,2,0,0,0,0,1,5,1,1,1,0,5,4,ENSG00000100532,ENST00000216420.12,ENST00000216420
1,0,1,2,0,1,1,0,2,2,2,0,2,2,4,2,0,2,0,1,1,0,1,2,1,1,1,2,1,1,2,2,1,0,1,4,1,0,2,3,2,1,3,5,2,2,0,3,2,0,3,4,1,3,1,1,1,2,5,0,4,1,2,1,ENSG00000100554,ENST00000216442.12,ENST00000216442
7,4,2,5,2,2,0,6,1,3,2,0,3,0,4,3,5,1,0,1,2,4,4,2,1,3,2,1,6,2,3,0,1,2,2,1,2,6,2,3,3,2,2,0,1,0,1,0,5,2,2,2,2,0,1,0,1,5,1,1,2,1,0,1,ENSG00000100557,ENST00000216445.8,ENST00000216445
0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,5,0,0,1,0,0,1,0,5,0,3,1,2,3,2,7,6,1,0,1,3,0,0,0,4,1,2,3,11,3,2,9,7,ENSG00000100558,ENST00000216446.9,ENST00000216446
0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,1,0,0,3,2,1,3,5,0,0,1,3,0,0,0,3,2,0,4,7,0,1,6,3,ENSG00000100564,ENST00000216452.9,ENST00000216452
0,1,0,1,1,0,2,0,0,1,0,1,0,1,2,1,0,1,1,3,1,3,0,2,0,0,4,0,0,1,1,3,0,1,1,0,2,1,1,2,0,4,2,1,0,1,2,2,2,0,0,0,1,2,1,1,2,1,1,3,2,2,2,3,ENSG00000100567,ENST00000216455.9,ENST00000216455
1,0,0,3,0,1,0,0,1,1,1,2,1,5,2,4,0,0,1,2,2,2,2,0,1,2,2,7,2,0,1,1,0,0,2,3,1,2,3,3,3,4,3,1,4,2,3,4,3,1,2,4,0,1,7,1,1,1,5,2,3,2,4,2,ENSG00000100577,ENST00000216465.10,ENST00000216465
0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1,0,0,2,2,0,0,0,1,0,1,2,3,0,0,0,1,0,0,0,1,2,3,0,3,1,0,3,1,ENSG00000100580,ENST00000216468.8,ENST00000216468
0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0,1,0,1,2,1,1,0,0,0,0,1,1,0,1,3,1,2,1,1,1,1,ENSG00000100583,ENST00000216471.5,ENST00000216471
0,0,0,1,1,0,0,0,0,1,0,1,1,2,3,3,1,0,1,2,0,1,1,0,0,0,3,0,1,1,2,4,0,0,1,1,2,0,1,6,1,1,0,3,1,0,3,5,0,1,0,3,1,1,1,2,1,7,3,5,2,2,8,1,ENSG00000100591,ENST00000216479.8,ENST00000216479
0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,1,2,1,1,0,4,2,4,0,4,0,0,5,0,1,0,0,1,0,0,0,1,0,2,9,1,1,1,0,0,ENSG00000100596,ENST00000216484.7,ENST00000216484
0,0,0,1,0,0,0,1,1,1,0,0,5,0,7,3,0,0,0,0,0,0,3,0,0,0,6,0,1,0,2,1,0,1,0,5,0,1,2,3,4,4,6,8,1,3,6,11,1,0,2,7,0,2,1,0,1,1,10,12,4,0,10,5,ENSG00000100599,ENST00000216487.12,ENST00000216487
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,ENSG00000100601,ENST00000216489.8,ENST00000216489
0,0,0,0,0,0,1,0,2,2,5,3,1,2,6,4,0,0,0,1,0,0,0,1,0,0,3,4,0,0,10,0,0,0,6,8,1,1,4,4,8,3,10,16,5,1,12,8,0,1,5,4,0,0,2,5,5,5,19,4,4,4,4,3,ENSG00000100604,ENST00000216492.10,ENST00000216492
9,2,7,6,3,0,3,2,5,3,3,3,8,6,5,18,4,4,3,1,2,3,1,2,1,2,2,1,3,0,4,4,3,1,2,7,4,3,1,2,3,1,0,5,3,3,0,5,9,2,2,22,2,2,1,5,4,4,4,2,22,1,4,12,ENSG00000100625,ENST00000216513.5,ENST00000216513
2,0,3,5,0,1,1,0,3,2,0,1,4,2,2,3,1,0,0,0,1,0,1,0,2,1,2,0,0,0,2,1,3,1,3,3,0,1,1,2,2,1,0,1,0,0,0,2,4,1,0,4,0,0,2,1,3,0,2,0,4,1,1,0,ENSG00000100652,ENST00000216540.5,ENST00000216540
6,3,4,8,6,6,6,3,6,5,5,4,10,5,13,1,3,6,4,1,6,7,7,8,9,6,10,10,3,6,5,7,6,8,3,13,1,9,15,7,8,10,7,8,6,3,12,11,7,3,9,7,2,6,8,2,7,10,11,11,6,5,8,6,ENSG00000100664,ENST00000216554.8,ENST00000216554
4,1,5,3,1,2,2,0,3,6,4,2,4,5,6,3,1,1,1,1,1,1,5,2,7,5,6,4,3,2,4,2,3,2,6,11,2,4,9,6,7,7,4,1,3,1,2,1,5,1,3,3,0,2,4,4,5,5,5,0,1,2,3,1,ENSG00000100739,ENST00000216629.11,ENST00000216629
1,0,1,2,0,0,0,0,0,1,0,3,1,2,1,1,0,0,2,1,2,0,1,0,0,1,0,2,1,0,1,1,0,0,0,1,0,1,0,2,0,0,0,0,3,1,1,5,4,0,1,1,1,2,2,1,1,1,0,5,1,2,4,3,ENSG00000100749,ENST00000216639.8,ENST00000216639
1,3,3,4,3,3,3,0,1,0,1,5,4,3,3,8,5,1,2,3,3,2,4,6,3,4,1,6,3,1,7,4,4,2,0,5,1,7,5,5,2,2,2,1,1,2,4,9,1,3,2,6,4,3,2,4,5,11,3,4,4,7,9,9,ENSG00000100823,ENST00000216714.8,ENST00000216714
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,ENSG00000100836,ENST00000216727.9,ENST00000216727
2,0,2,2,0,0,0,1,1,1,4,1,1,1,5,6,0,0,0,1,0,1,1,1,2,1,3,0,2,0,2,4,3,1,3,5,1,2,4,5,6,5,0,3,2,0,4,4,1,0,2,5,0,0,1,1,3,4,7,5,3,1,10,3,ENSG00000100842,ENST00000216733.8,ENST00000216733
0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2,0,0,3,1,1,0,1,0,1,0,0,0,0,1,2,1,1,0,2,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,2,0,1,1,ENSG00000100865,ENST00000216756.11,ENST00000216756
1,1,0,5,1,2,2,0,1,2,2,4,0,5,4,3,3,1,3,2,3,5,9,8,3,9,5,4,1,5,3,12,1,2,2,3,3,9,4,7,3,4,4,3,3,5,2,6,3,0,4,2,2,9,6,6,1,8,3,5,5,8,8,10,ENSG00000100883,ENST00000216774.11,ENST00000216774
0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,4,0,0,0,7,3,0,0,2,2,0,1,1,2,0,3,6,2,3,6,6,5,0,0,6,2,0,0,0,0,0,1,0,2,1,5,5,1,0,2,3,0,ENSG00000100889,ENST00000216780.9,ENST00000216780
0,0,0,1,0,0,0,0,1,0,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,10,0,0,1,0,3,0,7,9,1,3,11,1,1,0,0,1,0,0,3,1,7,1,8,7,1,0,1,0,ENSG00000100906,ENST00000216797.10,ENST00000216797
0,1,1,2,0,0,1,1,0,2,4,0,1,3,4,3,0,0,1,2,1,0,0,1,0,0,3,7,0,1,2,2,1,0,0,2,2,0,6,3,2,5,1,7,4,1,7,11,3,1,4,4,0,2,3,0,1,4,7,8,7,0,9,10,ENSG00000100908,ENST00000216799.9,ENST00000216799
0,0,0,1,0,0,1,0,0,1,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,1,0,0,0,1,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0,ENSG00000100911,ENST00000216802.10,ENST00000216802
1,0,0,4,0,1,1,0,0,0,0,1,2,1,7,4,0,0,0,2,1,0,2,3,1,0,2,2,2,1,1,8,2,2,0,1,0,1,2,4,2,2,3,5,2,1,5,11,3,0,1,6,1,4,0,5,2,5,7,10,4,7,12,10,ENSG00000100916,ENST00000216807.12,ENST00000216807
0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,2,0,1,0,0,1,ENSG00000100941,ENST00000216832.9,ENST00000216832
0,0,1,1,0,0,0,1,0,2,3,1,2,1,6,1,0,0,1,1,0,1,3,1,1,3,5,1,3,2,2,4,1,0,2,5,2,3,5,6,3,6,5,6,1,3,9,3,1,1,3,3,0,1,2,3,4,5,7,9,2,0,6,4,ENSG00000100949,ENST00000216840.11,ENST00000216840
1,2,3,3,0,0,6,2,5,3,13,1,6,1,12,11,1,0,2,2,1,5,7,3,5,6,19,6,2,3,10,4,5,5,9,15,3,10,16,9,17,19,18,9,3,5,9,4,2,0,7,9,1,1,7,5,8,10,13,6,8,5,6,1,ENSG00000019186,ENST00000216862.8,ENST00000216862
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,1,1,0,2,1,0,2,1,ENSG00000088833,ENST00000216879.9,ENST00000216879
3,1,0,3,1,0,3,1,1,1,2,0,3,3,1,3,1,0,0,1,0,1,0,3,1,1,7,1,0,2,2,4,0,3,2,4,0,2,3,1,3,4,4,5,0,2,2,4,3,1,1,2,1,1,4,2,4,0,3,2,4,2,5,5,ENSG00000020256,ENST00000216923.5,ENST00000216923
0,0,0,0,0,0,2,0,0,0,1,0,2,0,4,0,0,0,0,0,0,2,3,0,0,1,7,1,0,1,2,0,0,2,1,3,0,2,5,1,3,4,1,6,0,2,7,3,0,0,0,2,0,1,0,1,3,2,5,5,0,0,3,0,ENSG00000100994,ENST00000216962.9,ENST00000216962
0,0,2,0,0,0,0,0,0,3,1,0,1,0,6,2,0,0,0,1,0,1,3,0,2,1,2,0,0,0,1,0,1,0,0,6,1,3,2,1,3,2,4,4,1,0,1,3,1,0,1,3,0,0,1,0,2,0,6,1,3,1,1,0,ENSG00000101000,ENST00000216968.5,ENST00000216968
0,0,0,0,0,0,0,0,1,1,2,2,0,1,7,1,0,0,0,0,0,0,2,0,0,1,5,1,3,0,4,0,0,0,1,2,0,1,3,7,0,4,6,11,4,0,7,17,0,0,5,7,0,1,2,0,2,5,8,10,4,2,11,8,ENSG00000101057,ENST00000217026.5,ENST00000217026
0,0,1,1,0,1,2,0,1,2,1,1,2,0,2,3,0,0,0,0,0,0,1,2,1,4,5,2,2,2,4,3,1,1,2,5,0,1,6,6,3,5,1,1,0,1,1,2,1,1,2,1,0,1,2,3,4,3,3,0,1,3,4,2,ENSG00000101074,ENST00000217043.4,ENST00000217043
0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,2,0,2,0,4,1,0,0,1,1,0,2,1,4,1,2,6,5,0,0,3,4,0,0,1,2,0,0,0,2,1,5,5,1,1,2,4,4,ENSG00000101104,ENST00000217073.7,ENST00000217073
2,4,2,1,1,3,0,2,1,3,0,0,1,0,0,3,2,0,1,0,1,2,2,1,0,1,4,1,0,1,3,2,2,1,1,1,0,0,3,2,2,0,3,4,2,1,3,4,2,1,1,1,1,1,0,1,2,2,2,4,3,1,5,4,ENSG00000101115,ENST00000217086.9,ENST00000217086
1,0,2,1,1,3,0,0,0,1,3,0,3,0,2,3,0,0,1,0,0,2,4,1,0,2,4,1,0,1,1,2,2,1,0,4,0,2,2,3,5,2,0,1,0,0,1,2,2,3,1,3,0,0,1,0,2,2,1,2,5,0,2,3,ENSG00000101138,ENST00000217109.9,ENST00000217109
